AcceptedTaxonID	DistributionElement	StandardInUse
1200599	China: Guangdong	text
1200599	CHS-GD	TDWG Level 4 code
1200600	China: Guangxi	text
1200600	CHS-GX	TDWG Level 4 code
1200601	China: China: Guangdong	text
1200601	CHS	TDWG Level 3 code
1200602	THA	TDWG Level 3 code
1200602	Thailand	text
1200603	THA	TDWG Level 3 code
1200603	Thailand	text
1200605	43    	TDWG Level 2 code
1200605	New Britain	text
1200607	43    	TDWG Level 2 code
1200607	New Britain	text
1200608	43    	TDWG Level 2 code
1200608	NWG-PN	TDWG Level 4 code
1200608	SOL	TDWG Level 3 code
1200608	Solomon Islands	text
1200614	New Guinea	text
1200614	NWG	TDWG Level 3 code
1200616	Sri Lanka	text
1200616	SRL	TDWG Level 3 code
1200618	BOR-BR	TDWG Level 4 code
1200618	Borneo	text
1200618	BOR-SB	TDWG Level 4 code
1200621	Borneo	text
1200622	84    	TDWG Level 2 code
1200622	BOR	TDWG Level 3 code
1200622	Borneo	text
1200622	NWG	TDWG Level 3 code
1200622	PHI	TDWG Level 3 code
1200627	Borneo	text
1200627	BOR-SR	TDWG Level 4 code
1200628	Borneo	text
1200628	BOR-SR	TDWG Level 4 code
1200630	MOL	TDWG Level 3 code
1200630	NWG	TDWG Level 3 code
1200630	SUL	TDWG Level 3 code
1200630	Sulawesi, Walleacea	text
1200630	SUM	TDWG Level 3 code
1200631	S. Sulawesi	text
1200631	SUL	TDWG Level 3 code
1200632	MOL	TDWG Level 3 code
1200632	NWG	TDWG Level 3 code
1200632	SUM	TDWG Level 3 code
1200632	Wallacea	text
1200643	New Guinea	text
1200643	NWG	TDWG Level 3 code
1200644	New Guinea	text
1200644	NWG	TDWG Level 3 code
1200645	50    	TDWG Level 2 code
1200645	Australia: Northern Territory, South Australia and Western Australia [reported from other regions in error]	text
1200645	NTA	TDWG Level 3 code
1200645	SOA	TDWG Level 3 code
1200645	WAU	TDWG Level 3 code
1200647	Australia: Northern Territory, South Australia, Western Australia	text
1200647	NTA	TDWG Level 3 code
1200647	SOA	TDWG Level 3 code
1200647	WAU	TDWG Level 3 code
1200652	PHI	TDWG Level 3 code
1200652	Philippines: Luzon, Imugan	text
1200654	36    	TDWG Level 2 code
1200654	China: Guangxi	text
1200655	MLY	TDWG Level 3 code
1200655	Unknown [Malaysia?]	text
1200656	N. Vietnam	text
1200656	VIE	TDWG Level 3 code
1200657	36    	TDWG Level 2 code
1200657	China: Zizang (Tibet)	text
1200659	Borneo	text
1200659	BOR-SR	TDWG Level 4 code
1200662	VAN	TDWG Level 3 code
1200662	Vanuatu	text
1200663	4	TDWG Level 1 code
1200663	IND	TDWG Level 3 code
1200663	MLY-PM	TDWG Level 4 code
1200663	Peninsular Malaysia, Singapore, Sumatra	text
1200663	SUM	TDWG Level 3 code
1200669	JAW	TDWG Level 3 code
1200669	Jawa	text
1200670	BOR	TDWG Level 3 code
1200670	Borneo	text
1200671	IND	TDWG Level 3 code
1200671	India	text
1200672	Sri Lanka	text
1200672	SRL	TDWG Level 3 code
1200673	VIE	TDWG Level 3 code
1200673	Vietnam	text
1200674	BOR-SB	TDWG Level 4 code
1200674	N. Borneo	text
1200676	Sri Lanka	text
1200676	SRL	TDWG Level 3 code
1200677	Sri Lanka	text
1200677	SRL	TDWG Level 3 code
1200678	VIE	TDWG Level 3 code
1200678	Vietnam	text
1200679	40    	TDWG Level 2 code
1200679	MLY-PM	TDWG Level 4 code
1200679	Peninsular Malaysia, Singapore	text
1200682	MYA	TDWG Level 3 code
1200682	Myanmar	text
1200683	VIE	TDWG Level 3 code
1200683	Vietnam	text
1200684	BOR-SB	TDWG Level 4 code
1200684	Sabah	text
1200685	42    	TDWG Level 2 code
1200685	Malesia	text
1200687	BOR-BR	TDWG Level 4 code
1200687	Borneo	text
1200687	BOR-SR	TDWG Level 4 code
1200687	SUM	TDWG Level 3 code
1200689	VIE	TDWG Level 3 code
1200689	Vietnam	text
1200690	Borneo	text
1200690	BOR-SB	TDWG Level 4 code
1200691	IND	TDWG Level 3 code
1200691	India	text
1200692	IND	TDWG Level 3 code
1200692	India	text
1200693	JAW	TDWG Level 3 code
1200693	Jawa	text
1200694	Sri Lanka	text
1200694	SRL	TDWG Level 3 code
1200695	42    	TDWG Level 2 code
1200695	Malesia	text
1200696	MLY-PM	TDWG Level 4 code
1200696	Peninsular Malaysia	text
1200697	42    	TDWG Level 2 code
1200697	BOR-SR	TDWG Level 4 code
1200697	Sarawak	text
1200699	42    	TDWG Level 2 code
1200699	Indonesia: Ambon	text
1200700	New Guinea	text
1200700	NWG	TDWG Level 3 code
1200701	JAW	TDWG Level 3 code
1200701	Jawa	text
1200702	SUL	TDWG Level 3 code
1200702	Sulawesi	text
1200703	VIE	TDWG Level 3 code
1200703	Vietnam	text
1200704	AND	TDWG Level 3 code
1200704	India: Andaman Islands	text
1200705	N. Vietnam	text
1200705	VIE	TDWG Level 3 code
1200706	China: Guangxi, Hainan	text
1200706	CHS-GX	TDWG Level 4 code
1200707	CHH	TDWG Level 3 code
1200707	China: Hainan	text
1200708	CHH	TDWG Level 3 code
1200708	China: Hainan	text
1200710	PHI	TDWG Level 3 code
1200710	Philippines: Panay Island	text
1200712	PHI	TDWG Level 3 code
1200712	Philippines: Mindoro Island	text
1200713	PHI	TDWG Level 3 code
1200713	Philippines: Panay Island	text
1200715	3	TDWG Level 1 code
1200715	Sri Lanka	text
1200715	SRL	TDWG Level 3 code
1200716	42    	TDWG Level 2 code
1200716	Malesia	text
1200717	VIE	TDWG Level 3 code
1200717	Vietnam	text
1200718	IND	TDWG Level 3 code
1200718	India	text
1200722	SUM	TDWG Level 3 code
1200722	Sumatera	text
1200723	IND	TDWG Level 3 code
1200723	India	text
1200724	42    	TDWG Level 2 code
1200724	Malesia	text
1200725	IND	TDWG Level 3 code
1200725	India	text
1200726	China: Xizang (Tibet); India	text
1200726	IND	TDWG Level 3 code
1200728	IND	TDWG Level 3 code
1200728	India	text
1200731	IND	TDWG Level 3 code
1200731	India	text
1200734	PHI	TDWG Level 3 code
1200734	Philippines	text
1200735	PHI	TDWG Level 3 code
1200735	Philippines: Luzon & Sibuyan Island	text
1200739	PHI	TDWG Level 3 code
1200739	Philippines: Mindoro Isl.	text
1200740	PHI	TDWG Level 3 code
1200740	Philippines: Panay Is.	text
1200742	SUL	TDWG Level 3 code
1200742	Sulawesi	text
1200744	THA	TDWG Level 3 code
1200744	Thailand	text
1200746	42    	TDWG Level 2 code
1200746	Malesia	text
1200747	IND	TDWG Level 3 code
1200747	India	text
1200748	MYA	TDWG Level 3 code
1200748	Myanmar	text
1200749	Malesia	text
1200749	MOL	TDWG Level 3 code
1200750	VIE	TDWG Level 3 code
1200750	Vietnam	text
1200751	Malesia	text
1200751	MOL	TDWG Level 3 code
1200753	JAW	TDWG Level 3 code
1200753	Jawa	text
1200755	New Guinea	text
1200755	NWG	TDWG Level 3 code
1200757	42    	TDWG Level 2 code
1200757	SUL	TDWG Level 3 code
1200757	Sulawesi & Sangihe	text
1200761	PHI	TDWG Level 3 code
1200761	Philippines	text
1200763	SUL	TDWG Level 3 code
1200763	Sulawesi	text
1200764	PHI	TDWG Level 3 code
1200764	Philippines	text
1200765	PHI	TDWG Level 3 code
1200765	Philippines	text
1200767	BOR-BR	TDWG Level 4 code
1200767	Borneo	text
1200768	Borneo	text
1200768	BOR-SB	TDWG Level 4 code
1200770	BOR-KA	TDWG Level 4 code
1200770	Borneo	text
1200770	BOR-SB	TDWG Level 4 code
1200772	Borneo	text
1200772	BOR-SB	TDWG Level 4 code
1200773	Borneo	text
1200773	BOR-SR	TDWG Level 4 code
1200775	36    	TDWG Level 2 code
1200775	China: Beijing	text
1200776	36    	TDWG Level 2 code
1200776	China: Jiangxi; Taiwan	text
1200776	TAI	TDWG Level 3 code
1200777	3	TDWG Level 1 code
1200777	36    	TDWG Level 2 code
1200777	China: Fujian, Henan, Shandong	text
1200778	China: Hong Kong	text
1200778	CHS-HK	TDWG Level 4 code
1200780	36    	TDWG Level 2 code
1200780	TAI	TDWG Level 3 code
1200780	Taiwan; China: Guizhou, Jiangxi	text
1200781	China: Anhui, Hunan, Zhejiang	text
1200781	CHS-AH	TDWG Level 4 code
1200783	China: Hunan	text
1200783	CHS-HN	TDWG Level 4 code
1200784	36    	TDWG Level 2 code
1200784	China: Fujian	text
1200785	JAP	TDWG Level 3 code
1200785	Japan: Decima	text
1200787	CHC	TDWG Level 3 code
1200787	China: Guizhou; Taiwan	text
1200787	CHS	TDWG Level 3 code
1200787	TAI	TDWG Level 3 code
1200788	JAP	TDWG Level 3 code
1200788	Japan	text
1200789	JAP	TDWG Level 3 code
1200789	Japan	text
1200790	JAP	TDWG Level 3 code
1200790	Japan	text
1200791	36    	TDWG Level 2 code
1200791	China: Guangxi, Guizhou	text
1200792	JAP	TDWG Level 3 code
1200792	Japan	text
1200793	JAP	TDWG Level 3 code
1200793	Japan	text
1200794	36    	TDWG Level 2 code
1200794	China: Zheijang	text
1200795	36    	TDWG Level 2 code
1200795	China: Guangxi	text
1200796	China: Hunan	text
1200796	CHS-HN	TDWG Level 4 code
1200797	36    	TDWG Level 2 code
1200797	China: Fujian	text
1200798	36    	TDWG Level 2 code
1200798	China: Guizhou	text
1200799	China: Hunan, Jiangxi	text
1200799	CHS-JX	TDWG Level 4 code
1200800	China	text
1200800	CHM-LN	TDWG Level 4 code
1200802	China: Zhejiang	text
1200802	CHS-ZJ	TDWG Level 4 code
1200803	Chinaa: Guangxi	text
1200803	CHS-GX	TDWG Level 4 code
1200804	China: Guangdong	text
1200804	CHS-GD	TDWG Level 4 code
1200805	China: Guangdong	text
1200805	CHS-GD	TDWG Level 4 code
1200806	China: Guangdong	text
1200806	CHS-GD	TDWG Level 4 code
1200807	China: Hunan	text
1200807	CHS-HN	TDWG Level 4 code
1200808	China: Guangdong	text
1200808	CHS-GD	TDWG Level 4 code
1200809	CHC-SC	TDWG Level 4 code
1200809	China: Sichuan	text
1200810	CHC-GZ	TDWG Level 4 code
1200810	China: Guizhou	text
1200811	China: Jiangxi	text
1200811	CHS-JX	TDWG Level 4 code
1200812	China: Guangdong	text
1200812	CHS-GD	TDWG Level 4 code
1200813	China: Guangdong	text
1200813	CHS-GD	TDWG Level 4 code
1200814	CHC-YN	TDWG Level 4 code
1200814	China: Yunnan	text
1200815	China: Fujian, Zhejiang	text
1200815	CHS-FJ	TDWG Level 4 code
1200815	CHS-ZJ	TDWG Level 4 code
1200816	China:  	text
1200816	CHS-GX	TDWG Level 4 code
1200818	IND	TDWG Level 3 code
1200818	India	text
1200819	Sri Lanka	text
1200819	SRL	TDWG Level 3 code
1200820	27    	TDWG Level 2 code
1200820	Cape of Good Hope [but probably in error]	text
1200821	Sri Lanka	text
1200821	SRL	TDWG Level 3 code
1200822	Sri Lanka	text
1200822	SRL	TDWG Level 3 code
1200823	Sri Lanka	text
1200823	SRL	TDWG Level 3 code
1200824	SUL	TDWG Level 3 code
1200824	Sulawesi	text
1200825	SUL	TDWG Level 3 code
1200825	Sulawesi	text
1200826	Sri Lanka	text
1200826	SRL	TDWG Level 3 code
1200829	2	TDWG Level 1 code
1200829	India, Sri Lanka, Malesia	text
1200829	SRL	TDWG Level 3 code
1200831	SUL	TDWG Level 3 code
1200831	Sulawesi	text
1200832	SUL	TDWG Level 3 code
1200832	Sulawesi	text
1200833	SUL	TDWG Level 3 code
1200833	Sulawesi	text
1200834	IND	TDWG Level 3 code
1200834	India	text
1200835	IND	TDWG Level 3 code
1200835	India	text
1200837	PHI	TDWG Level 3 code
1200837	Philippines: Mindanao Island	text
1200839	New Guinea	text
1200839	NWG	TDWG Level 3 code
1200841	New Caledonia	text
1200841	NWC	TDWG Level 3 code
1200843	IND	TDWG Level 3 code
1200843	India	text
1200845	IND	TDWG Level 3 code
1200845	India	text
1200846	SUL	TDWG Level 3 code
1200846	Sulawesi	text
1200848	Australia: Northern Territory and Western Australia	text
1200848	NTA	TDWG Level 3 code
1200848	WAU	TDWG Level 3 code
1200851	Australia	text
1200851	WAU	TDWG Level 3 code
1200852	Australia: northern Queensland	text
1200852	QLD	TDWG Level 3 code
1200854	WAU	TDWG Level 3 code
1200854	Western Australia	text
1200855	Australia: Northern Territory, north Queensland	text
1200855	NTA	TDWG Level 3 code
1200855	QLD	TDWG Level 3 code
1200856	WAU	TDWG Level 3 code
1200856	Western Australia [possibly also South Australia]	text
1200858	PHI	TDWG Level 3 code
1200858	Philippines: Luzon	text
1200859	PHI	TDWG Level 3 code
1200859	Philippines: Luzon	text
1200860	PHI	TDWG Level 3 code
1200860	Philippines: Palawan	text
1200861	4	TDWG Level 1 code
1200861	Borneo (Sabah)	text
1200861	BOR-SB	TDWG Level 4 code
1200861	JAW	TDWG Level 3 code
1200863	Philippines: Luzon, Mindanao Island	text
1200865	Borneo	text
1200865	BOR-SB	TDWG Level 4 code
1200867	BOR	TDWG Level 3 code
1200867	Borneo	text
1200868	Borneo	text
1200868	PHI	TDWG Level 3 code
1200869	Borneo (Sabah)	text
1200869	BOR-SB	TDWG Level 4 code
1200871	Borneo (Sabah)	text
1200871	BOR-SB	TDWG Level 4 code
1200872	BOR	TDWG Level 3 code
1200872	Borneo	text
1200873	SUM	TDWG Level 3 code
1200873	Sumatra	text
1200874	Borneo (Sabah)	text
1200874	BOR-SB	TDWG Level 4 code
1200875	PHI	TDWG Level 3 code
1200875	Philippines	text
1200877	BOR	TDWG Level 3 code
1200877	Sri Lanka	text
1200877	SRL	TDWG Level 3 code
1200884	Sri Lanka	text
1200884	SRL	TDWG Level 3 code
1200887	SUM	TDWG Level 3 code
1200887	Sumatera	text
1200888	JAW	TDWG Level 3 code
1200888	Jawa	text
1200889	SUM	TDWG Level 3 code
1200889	Sumatera	text
1200890	MLY	TDWG Level 3 code
1200890	Peninsular Malaysia, Singapore	text
1200891	MLY-PM	TDWG Level 4 code
1200891	Peninsular Malaysia	text
1200893	BOR-SB	TDWG Level 4 code
1200893	BOR-SR	TDWG Level 4 code
1200893	Sarawak	text
1200897	JAW	TDWG Level 3 code
1200897	Jawa	text
1200898	JAW	TDWG Level 3 code
1200898	MLY-PM	TDWG Level 4 code
1200898	Peninsular Malaysia	text
1200902	PHI	TDWG Level 3 code
1200902	Philippines: Aroroy	text
1200903	PHI	TDWG Level 3 code
1200903	Philippines	text
1200904	PHI	TDWG Level 3 code
1200904	Philippines: Luzon	text
1200905	PHI	TDWG Level 3 code
1200905	Philippines: Samar Island	text
1200906	PHI	TDWG Level 3 code
1200906	Philippines: Mindoro Island	text
1200907	PHI	TDWG Level 3 code
1200907	Philippines: Babuyan Islands	text
1200908	Philippines: Mindoro Island	text
1200909	PHI	TDWG Level 3 code
1200909	Philippines: Panay Island	text
1200911	PHI	TDWG Level 3 code
1200911	Philippines: Mindanao Island	text
1200912	PHI	TDWG Level 3 code
1200912	Philippines: Mindanao Island	text
1200914	SUL	TDWG Level 3 code
1200914	Sulawesi	text
1200915	SUL	TDWG Level 3 code
1200915	Sulawesi	text
1200916	SUL	TDWG Level 3 code
1200916	Sulawesi	text
1200917	SUL	TDWG Level 3 code
1200917	Sulawesi	text
1200918	SUL	TDWG Level 3 code
1200918	Sulawesi	text
1200919	SUL	TDWG Level 3 code
1200919	Sulawesi	text
1200920	SUL	TDWG Level 3 code
1200920	Sulawesi	text
1200921	SUL	TDWG Level 3 code
1200921	Sulawesi	text
1200922	SUL	TDWG Level 3 code
1200922	Sulawesi	text
1200928	IND	TDWG Level 3 code
1200928	India	text
1200929	VIE	TDWG Level 3 code
1200930	CHS-HK	TDWG Level 4 code
1200930	Hong Kong; China: Guangdong	text
1200931	China: Guangdong, Hunan, Jiangxi, Zhejiang; also Japan and northern Taiwan	text
1200931	JAP	TDWG Level 3 code
1200933	VIE	TDWG Level 3 code
1200933	Vietnam	text
1200934	IND	TDWG Level 3 code
1200934	India	text
1200935	MLY-PM	TDWG Level 4 code
1200935	Peninsular Malaysia	text
1200936	China: Guangxi, Hainan, Vietnam	text
1200936	VIE	TDWG Level 3 code
1200937	VIE	TDWG Level 3 code
1200937	Vietnam	text
1200938	China: Guangdong	text
1200938	CHS-GD	TDWG Level 4 code
1200941	CHS-GX	TDWG Level 4 code
1200941	SW China: Guangxi	text
1200942	N. Vietnam	text
1200942	VIE	TDWG Level 3 code
1200944	N. Vietnam	text
1200944	VIE	TDWG Level 3 code
1200945	N. Vietnam	text
1200945	VIE	TDWG Level 3 code
1200947	IND	TDWG Level 3 code
1200947	India, Vietnam	text
1200947	VIE	TDWG Level 3 code
1200950	CHH	TDWG Level 3 code
1200950	China: Hainan	text
1200951	CHH	TDWG Level 3 code
1200951	China: Hainan	text
1200952	CHH	TDWG Level 3 code
1200952	China: Hainan	text
1200953	CHH	TDWG Level 3 code
1200953	China: Hainan	text
1200954	CHH	TDWG Level 3 code
1200954	China: Hainan	text
1200955	CHH	TDWG Level 3 code
1200955	China: Hainan	text
1200956	CHH	TDWG Level 3 code
1200956	China: Hainan	text
1200957	CHH	TDWG Level 3 code
1200957	China: Hainan	text
1200959	CHH	TDWG Level 3 code
1200959	China: Hainan	text
1200960	CHH	TDWG Level 3 code
1200960	China: Hainan	text
1200962	China: Guangdong	text
1200962	CHS-GD	TDWG Level 4 code
1200964	CHH	TDWG Level 3 code
1200964	China: Hainan	text
1200969	84    	TDWG Level 2 code
1200969	Brazil	text
1200970	PAR	TDWG Level 3 code
1200970	Paraguay	text
1200972	84    	TDWG Level 2 code
1200972	Brazil	text
1200973	84    	TDWG Level 2 code
1200973	Brazil	text
1200974	84    	TDWG Level 2 code
1200974	Brazil	text
1200978	84    	TDWG Level 2 code
1200978	Brazil	text
1200979	CUB	TDWG Level 3 code
1200979	Cuba	text
1200980	French Guiana	text
1200980	FRG	TDWG Level 3 code
1200981	84    	TDWG Level 2 code
1200981	Brazil	text
1200982	84    	TDWG Level 2 code
1200982	AGW-JU	TDWG Level 4 code
1200982	BZL-SP	TDWG Level 4 code
1200982	Southern America	text
1200990	French Guiana	text
1200990	FRG	TDWG Level 3 code
1200991	84    	TDWG Level 2 code
1200991	Brazil	text
1200992	Brazil, Minas Gerais	text
1200992	BZL-MG	TDWG Level 4 code
1200994	French Guiana	text
1200994	FRG	TDWG Level 3 code
1200995	84    	TDWG Level 2 code
1200995	Brazil	text
1200996	CLM	TDWG Level 3 code
1200996	Colombia	text
1200998	BOL	TDWG Level 3 code
1200998	Bolivia	text
1200999	ECU	TDWG Level 3 code
1200999	Ecuador	text
1201001	84    	TDWG Level 2 code
1201001	Brazil	text
1201002	84    	TDWG Level 2 code
1201002	Brazil	text
1201005	84    	TDWG Level 2 code
1201005	Brazil	text
1201006	JAW	TDWG Level 3 code
1201006	Jawa, ?	text
1201007	84    	TDWG Level 2 code
1201007	Brazil	text
1201009	84    	TDWG Level 2 code
1201009	Brazil, Colombia, Ecuador	text
1201009	ECU	TDWG Level 3 code
1201011	84    	TDWG Level 2 code
1201011	Brazil	text
1201013	84    	TDWG Level 2 code
1201013	Brazil	text
1201015	PER	TDWG Level 3 code
1201015	Peru	text
1201017	French Guiana	text
1201017	FRG	TDWG Level 3 code
1201018	BOL	TDWG Level 3 code
1201018	Bolivia	text
1201019	CLM	TDWG Level 3 code
1201019	Colombia	text
1201023	AGW-SA	TDWG Level 4 code
1201023	Argentina	text
1201024	8	TDWG Level 1 code
1201024	Southern America	text
1201025	84    	TDWG Level 2 code
1201025	Brazil	text
1201026	84    	TDWG Level 2 code
1201026	Brazil	text
1201027	84    	TDWG Level 2 code
1201027	Brazil	text
1201028	84    	TDWG Level 2 code
1201028	Brazil	text
1201029	8	TDWG Level 1 code
1201029	Southern America	text
1201031	Madagascar	text
1201031	MDG	TDWG Level 3 code
1201036	84    	TDWG Level 2 code
1201036	FRG	TDWG Level 3 code
1201036	N. Brazil, French Guiana, Surinam	text
1201040	'Africa tropicali'? [probably Jamaica]	text
1201040	JAM	TDWG Level 3 code
1201042	CUB	TDWG Level 3 code
1201042	Cuba	text
1201044	81    	TDWG Level 2 code
1201044	LEE-GU	TDWG Level 4 code
1201044	St Vincent	text
1201044	WIN-DO	TDWG Level 4 code
1201044	WIN-SV	TDWG Level 4 code
1201049	Caribbean: Leeward Is., St Kitts-Nevis	text
1201049	LEE-SK	TDWG Level 4 code
1201050	Maluka	text
1201050	MOL	TDWG Level 3 code
1201051	JAM	TDWG Level 3 code
1201051	Jamaica	text
1201052	PUE	TDWG Level 3 code
1201052	Puerto Rico	text
1201053	CUB	TDWG Level 3 code
1201053	Cuba	text
1201055	Martinique	text
1201055	WIN-MA	TDWG Level 4 code
1201058	PUE	TDWG Level 3 code
1201058	Puerto Rico	text
1201061	CUB	TDWG Level 3 code
1201061	Cuba	text
1201062	Caribbean: Dominican Republic	text
1201062	DOM	TDWG Level 3 code
1201063	French Guiana	text
1201063	FRG	TDWG Level 3 code
1201064	HAI	TDWG Level 3 code
1201064	Haiti	text
1201066	81    	TDWG Level 2 code
1201066	JAM	TDWG Level 3 code
1201066	Jamaica	text
1201069	CUB	TDWG Level 3 code
1201069	Cuba	text
1201070	81    	TDWG Level 2 code
1201070	Caribbean	text
1201071	DOM	TDWG Level 3 code
1201071	St. Domingo	text
1201072	FLA	TDWG Level 3 code
1201072	Northern America: Florida, including Keys	text
1201073	MOL	TDWG Level 3 code
1201073	Mona Island, Puerto Rico, St. Croix, Tortola  	text
1201075	JAM	TDWG Level 3 code
1201075	Jamaica	text
1201076	81    	TDWG Level 2 code
1201076	Santa Cruz	text
1201077	81    	TDWG Level 2 code
1201077	probably Bahamas	text
1201079	81    	TDWG Level 2 code
1201079	Caribbean: Swan Island	text
1201080	DOM	TDWG Level 3 code
1201080	St. Domingo	text
1201090	New Caledonia	text
1201090	NWC	TDWG Level 3 code
1201091	VAN	TDWG Level 3 code
1201091	Vanuatu	text
1201092	New Guinea	text
1201092	NWC	TDWG Level 3 code
1201093	New Caledonia	text
1201093	NWC	TDWG Level 3 code
1201094	New Caledonia	text
1201094	NWC	TDWG Level 3 code
1201095	New Caledonia	text
1201095	NWC	TDWG Level 3 code
1201096	New Caledonia	text
1201096	NWC	TDWG Level 3 code
1201097	New Caledonia	text
1201097	NWC	TDWG Level 3 code
1201098	New Caledonia	text
1201098	NWC	TDWG Level 3 code
1201100	New Guinea	text
1201100	NWG	TDWG Level 3 code
1201102	New Caledonia	text
1201102	NWC	TDWG Level 3 code
1201103	New Caledonia	text
1201103	NWC	TDWG Level 3 code
1201104	New Caledonia	text
1201104	NWC	TDWG Level 3 code
1201105	New Caledonia	text
1201105	NWC	TDWG Level 3 code
1201106	VAN	TDWG Level 3 code
1201106	Vanuatu	text
1201109	New Caledonia	text
1201109	NWC	TDWG Level 3 code
1201110	New Caledonia	text
1201110	NWC	TDWG Level 3 code
1201113	50    	TDWG Level 2 code
1201113	Lord Howe Is. [extinct]; Balls Pyramid - endangered [Australia]	text
1201113	NFK-LH	TDWG Level 4 code
1201116	New Guinea	text
1201116	NWG	TDWG Level 3 code
1201117	New Guinea	text
1201117	NWG	TDWG Level 3 code
1201118	New Guinea	text
1201118	NWG	TDWG Level 3 code
1201119	New Guinea	text
1201119	NWG	TDWG Level 3 code
1201120	New Guinea	text
1201120	NWG	TDWG Level 3 code
1201121	New Guinea	text
1201121	NWG	TDWG Level 3 code
1201122	New Guinea	text
1201122	NWG	TDWG Level 3 code
1201124	New Guinea	text
1201124	NWG	TDWG Level 3 code
1201125	IND	TDWG Level 3 code
1201125	India	text
1201126	India	text
1201126	NWG	TDWG Level 3 code
1201129	BOR	TDWG Level 3 code
1201129	NWG	TDWG Level 3 code
1201129	Papua New Guinea and surrounding islands incl. New Britain, New Ireland and Solomon Is. Old records from Australia [Thursday Island, north Queensland] considered doubtful [Monteith & Dewhurst 2011] and are omitted from this map	text
1201129	SOL	TDWG Level 3 code
1201133	New Guinea	text
1201133	NWG	TDWG Level 3 code
1201134	Bismarck Archipelago	text
1201134	BOR	TDWG Level 3 code
1201135	New Guinea	text
1201135	NWG	TDWG Level 3 code
1201136	New Guinea	text
1201136	NWG	TDWG Level 3 code
1201136	SOL	TDWG Level 3 code
1201139	New Guinea	text
1201139	NWG	TDWG Level 3 code
1201140	New Guinea	text
1201140	NWG	TDWG Level 3 code
1201141	New Guinea	text
1201141	NWG	TDWG Level 3 code
1201143	New Guinea	text
1201143	NWG-PN	TDWG Level 4 code
1201144	New Guinea	text
1201144	NWG	TDWG Level 3 code
1201148	New Caledonia	text
1201148	NWC	TDWG Level 3 code
1201150	New Caledonia	text
1201150	NWC	TDWG Level 3 code
1201152	New Guinea	text
1201152	NWG	TDWG Level 3 code
1201153	New Guinea	text
1201153	NWG	TDWG Level 3 code
1201154	New Guinea	text
1201154	NWG	TDWG Level 3 code
1201155	New Guinea	text
1201155	NWG	TDWG Level 3 code
1201155	XMS	TDWG Level 3 code
1201156	New Guinea	text
1201156	XMS	TDWG Level 3 code
1201157	New Guinea	text
1201157	NWG	TDWG Level 3 code
1201160	NWG	TDWG Level 3 code
1201160	Papua New Guinea	text
1201161	NWG	TDWG Level 3 code
1201161	Papua New Guinea	text
1201162	New Guinea	text
1201162	NWG	TDWG Level 3 code
1201163	SUL	TDWG Level 3 code
1201163	Sulawesi	text
1201164	NWG	TDWG Level 3 code
1201164	Papua New Guinea	text
1201167	New Guinea	text
1201167	NWG	TDWG Level 3 code
1201168	New Guinea	text
1201168	NWG	TDWG Level 3 code
1201169	New Guinea	text
1201169	NWG	TDWG Level 3 code
1201170	New Guinea	text
1201170	NWG	TDWG Level 3 code
1201171	New Guinea	text
1201171	NWG	TDWG Level 3 code
1201172	New Guinea	text
1201172	NWG	TDWG Level 3 code
1201173	New Guinea	text
1201173	NWG	TDWG Level 3 code
1201174	New Guinea	text
1201174	NWG	TDWG Level 3 code
1201175	New Guinea	text
1201175	NWG	TDWG Level 3 code
1201177	New Guinea	text
1201177	XMS	TDWG Level 3 code
1201178	New Guinea	text
1201178	NWG	TDWG Level 3 code
1201179	New Guinea	text
1201179	NWG	TDWG Level 3 code
1201180	New Guinea	text
1201180	NWG	TDWG Level 3 code
1201182	New Guinea	text
1201182	NWG	TDWG Level 3 code
1201183	New Guinea	text
1201183	XMS	TDWG Level 3 code
1201184	New Guinea	text
1201184	NWG	TDWG Level 3 code
1201185	New Guinea	text
1201185	NWG	TDWG Level 3 code
1201186	New Guinea	text
1201186	NWG	TDWG Level 3 code
1201187	New Guinea	text
1201187	NWG	TDWG Level 3 code
1201189	New Guinea	text
1201189	NWG	TDWG Level 3 code
1201190	New Guinea	text
1201190	NWG	TDWG Level 3 code
1201191	New Guinea	text
1201191	NWG	TDWG Level 3 code
1201192	New Guinea	text
1201192	NWG	TDWG Level 3 code
1201193	New Guinea	text
1201193	NWG	TDWG Level 3 code
1201194	New Guinea	text
1201194	NWG	TDWG Level 3 code
1201195	New Guinea	text
1201195	NWG	TDWG Level 3 code
1201196	New Guinea	text
1201196	NWG	TDWG Level 3 code
1201197	New Guinea	text
1201197	NWG	TDWG Level 3 code
1201198	New Guinea	text
1201198	NWG	TDWG Level 3 code
1201200	8	TDWG Level 1 code
1201200	Southern America?	text
1201201	New Guinea	text
1201201	NWG	TDWG Level 3 code
1201202	New Guinea	text
1201202	NWG	TDWG Level 3 code
1201203	New Guinea	text
1201203	NWG	TDWG Level 3 code
1201204	New Guinea	text
1201204	NWG	TDWG Level 3 code
1201205	New Guinea	text
1201205	NWG	TDWG Level 3 code
1201206	New Guinea	text
1201206	NWG	TDWG Level 3 code
1201207	New Guinea	text
1201207	NWG	TDWG Level 3 code
1201208	Australia: northern Queensland	text
1201208	QLD	TDWG Level 3 code
1201209	New Guinea	text
1201209	XMS	TDWG Level 3 code
1201210	New Guinea	text
1201210	NWG	TDWG Level 3 code
